storageLocation,category,family,itemColorKey,itemModel,color,size,ItemSKUKey,retailFP,outletFP,outletDiscount,currentOutletPrice,sumofTotalStock
US - OUTLET NY WOODBURY				,MEN RTW ACCESSORIES,SCARF,BP00BFP0U1311,MINI 4G GIV EMBROIDERED SCARF - 45X200,GREEN FOREST,UNKNOWN,BP00BFP0U1311,"$1,000.00",$500.00,40%,$300.00,1
US - OUTLET NY WOODBURY				,MEN RTW ACCESSORIES,SCARF,BP00CNP0H2001,4G STARS SQUARE 50X50,BLACK,TU,BP00CNP0H2001TU,$180.00,$90.00,40%,$54.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BH603BH135001,SQUARED BUCKLE ANKLE BOOT,BLACK,39,BH603BH13500139,"$1,350.00",$675.00,0%,$675.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BH603YH1NH001,STORM ZIP ANKLE BOOTS,BLACK,42,BH603YH1NH00142,"$1,150.00",$575.00,0%,$575.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BH7016H1LQ001,SHOW CHELSEA BOOTS,BLACK,41,BH7016H1LQ00141,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BH7016H1LQ001,SHOW CHELSEA BOOTS,BLACK,43,BH7016H1LQ00143,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BH7016H1LQ001,SHOW CHELSEA BOOTS,BLACK,45,BH7016H1LQ00145,"$1,095.00",$548.00,40%,$328.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BHZ020H1JV001,SHOW COWBOY BOOTS,BLACK,43,BHZ020H1JV00143,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BHZ020H1JV001,SHOW COWBOY BOOTS,BLACK,44,BHZ020H1JV00144,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BHZ026H1KM001,STORM LACE-UP BOOTS,BLACK,42,BHZ026H1KM00142,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BHZ026H1KM001,STORM LACE-UP BOOTS,BLACK,43,BHZ026H1KM00143,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BHZ026H1KM001,STORM LACE-UP BOOTS,BLACK,44,BHZ026H1KM00144,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,ANKLE BOOTS,BHZ026H1KM001,STORM LACE-UP BOOTS,BLACK,45,BHZ026H1KM00145,"$1,095.00",$548.00,0%,$548.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,HIGH BOOTS,BH7018H1KG001,STORM ZIP HIGH BOOTS,BLACK,42,BH7018H1KG00142,"$1,350.00",$675.00,0%,$675.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,HIGH BOOTS,BH7018H1KG001,STORM ZIP HIGH BOOTS,BLACK,43,BH7018H1KG00143,"$1,350.00",$675.00,0%,$675.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,HIGH BOOTS,BH7018H1KG001,STORM ZIP HIGH BOOTS,BLACK,44,BH7018H1KG00144,"$1,350.00",$675.00,0%,$675.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,HIGH BOOTS,BH7018H1KG001,STORM ZIP HIGH BOOTS,BLACK,46,BH7018H1KG00146,"$1,350.00",$675.00,0%,$675.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH103FH1BT001,TERRA BUCKLE DERBIES,BLACK,40,BH103FH1BT00140,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH103FH1BT001,TERRA BUCKLE DERBIES,BLACK,41,BH103FH1BT00141,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH103FH1BT001,TERRA BUCKLE DERBIES,BLACK,42,BH103FH1BT00142,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH103FH1BT001,TERRA BUCKLE DERBIES,BLACK,43,BH103FH1BT00143,"$1,050.00",$525.00,40%,$315.00,2
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH103FH1BT001,TERRA BUCKLE DERBIES,BLACK,45,BH103FH1BT00145,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH103FH1BT001,TERRA BUCKLE DERBIES,BLACK,46,BH103FH1BT00146,"$1,050.00",$525.00,40%,$315.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH2027H1KM001,STORM DERBY,BLACK,41,BH2027H1KM00141,$995.00,$498.00,0%,$498.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH2027H1KM001,STORM DERBY,BLACK,42,BH2027H1KM00142,$995.00,$498.00,0%,$498.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH2027H1KM001,STORM DERBY,BLACK,43,BH2027H1KM00143,$995.00,$498.00,0%,$498.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH2027H1KM001,STORM DERBY,BLACK,44,BH2027H1KM00144,$995.00,$498.00,0%,$498.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,LACE-UP SHOES,BH2027H1KM001,STORM DERBY,BLACK,45,BH2027H1KM00145,$995.00,$498.00,0%,$498.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG004,SLIDE SCRATCH FLAT SANDALS,BLACK/WHITE,41,BH3024H1NG00441,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG004,SLIDE SCRATCH FLAT SANDALS,BLACK/WHITE,43,BH3024H1NG00443,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG004,SLIDE SCRATCH FLAT SANDALS,BLACK/WHITE,44,BH3024H1NG00444,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG004,SLIDE SCRATCH FLAT SANDALS,BLACK/WHITE,45,BH3024H1NG00445,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,39,BH3024H1NG11439,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,40,BH3024H1NG11440,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,41,BH3024H1NG11441,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,42,BH3024H1NG11442,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,43,BH3024H1NG11443,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,44,BH3024H1NG11444,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,45,BH3024H1NG11445,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG114,SLIDE SCRATCH FLAT SANDALS,WHITE/BLUE,46,BH3024H1NG11446,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG420,SLIDE SCRATCH FLAT SANDALS,MEDIUM BLUE,41,BH3024H1NG42041,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG420,SLIDE SCRATCH FLAT SANDALS,MEDIUM BLUE,42,BH3024H1NG42042,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG420,SLIDE SCRATCH FLAT SANDALS,MEDIUM BLUE,43,BH3024H1NG42043,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG420,SLIDE SCRATCH FLAT SANDALS,MEDIUM BLUE,44,BH3024H1NG42044,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG420,SLIDE SCRATCH FLAT SANDALS,MEDIUM BLUE,45,BH3024H1NG42045,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SANDALS,BH3024H1NG420,SLIDE SCRATCH FLAT SANDALS,MEDIUM BLUE,46,BH3024H1NG42046,$575.00,$288.00,40%,$172.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SLIP-ON SHOES,BH202GH1NN001,MR G LOAFERS,BLACK,42,BH202GH1NN00142,$925.00,$463.00,30%,$324.10,1
US - OUTLET NY WOODBURY				,MEN SHOES,SLIP-ON SHOES,BH202JH1NQ001,MR G CAR SHOES,BLACK,40,BH202JH1NQ00140,$695.00,$348.00,40%,$208.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SLIP-ON SHOES,BH202JH1NQ001,MR G CAR SHOES,BLACK,43,BH202JH1NQ00143,$695.00,$348.00,40%,$208.80,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH003MH0NJ001,SPECTRE RUNNER LOW WITH ZIP,BLACK,46,BH003MH0NJ00146,$750.00,$375.00,0%,$375.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH003MH0NJ100,SPECTRE RUNNER LOW WITH ZIP,WHITE,39,BH003MH0NJ10039,$750.00,$375.00,0%,$375.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH003MH0NJ100,SPECTRE RUNNER LOW WITH ZIP,WHITE,46,BH003MH0NJ10046,$750.00,$375.00,0%,$375.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH0050H0VC004,CITY LOW SNEAKERS,BLACK/WHITE,46,BH0050H0VC00446,$650.00,$325.00,0%,$325.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005VH118116,CITY SPORT LACE-UP SNEAKERS,WHITE/BLACK,46,BH005VH11811646,$595.00,$310.00,0%,$310.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005VH118116,CITY SPORT LACE-UP SNEAKERS,WHITE/BLACK,47,BH005VH11811647,$595.00,$310.00,0%,$310.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005VH118116,CITY SPORT LACE-UP SNEAKERS,WHITE/BLACK,48,BH005VH11811648,$595.00,$310.00,0%,$310.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005VH19Q100,CITY SPORT LACE-UP SNEAKERS,WHITE,40,BH005VH19Q10040,$650.00,$325.00,0%,$325.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005VH1GU100,CITY SPORT LACE-UP SNEAKERS,WHITE,45,BH005VH1GU10045,$675.00,$350.00,0%,$350.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X001,CITY SPORT SNEAKERS WITH ELASTIC,BLACK,41,BH005XH14X00141,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X001,CITY SPORT SNEAKERS WITH ELASTIC,BLACK,42,BH005XH14X00142,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X001,CITY SPORT SNEAKERS WITH ELASTIC,BLACK,43,BH005XH14X00143,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X001,CITY SPORT SNEAKERS WITH ELASTIC,BLACK,47,BH005XH14X00147,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X001,CITY SPORT SNEAKERS WITH ELASTIC,BLACK,48,BH005XH14X00148,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X116,CITY SPORT SNEAKERS WITH ELASTIC,WHITE/BLACK,43,BH005XH14X11643,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X116,CITY SPORT SNEAKERS WITH ELASTIC,WHITE/BLACK,44,BH005XH14X11644,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X116,CITY SPORT SNEAKERS WITH ELASTIC,WHITE/BLACK,45,BH005XH14X11645,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH14X116,CITY SPORT SNEAKERS WITH ELASTIC,WHITE/BLACK,46,BH005XH14X11646,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH005XH16Y001,CITY SPORT SNEAKERS WITH ELASTIC,BLACK,41,BH005XH16Y00141,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH007WH1DE001,G4 LOW-TOP SNEAKERS,BLACK,48,BH007WH1DE00148,$695.00,$362.00,0%,$362.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH007WH1DE004,G4 LOW-TOP SNEAKERS,BLACK/WHITE,46,BH007WH1DE00446,$695.00,$362.00,0%,$362.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH007WH1DE004,G4 LOW-TOP SNEAKERS,BLACK/WHITE,47,BH007WH1DE00447,$695.00,$362.00,0%,$362.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH007WH1DE004,G4 LOW-TOP SNEAKERS,BLACK/WHITE,48,BH007WH1DE00448,$695.00,$362.00,0%,$362.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH007WH1DE009,G4 LOW-TOP SNEAKERS,BLACK/RED,48,BH007WH1DE00948,$695.00,$362.00,0%,$362.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH007WH1DE100,G4 LOW-TOP SNEAKERS,WHITE,47,BH007WH1DE10047,$695.00,$362.00,0%,$362.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1GM100,G4 HIGH-TOP SNEAKERS,WHITE,41,BH008UH1GM10041,$750.00,$375.00,0%,$375.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1GM314,G4 HIGH-TOP SNEAKERS,KHAKI/WHITE,48,BH008UH1GM31448,$750.00,$375.00,0%,$375.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1JP116,G4 HIGH-TOP SNEAKERS,WHITE/BLACK,48,BH008UH1JP11648,$750.00,$390.00,0%,$390.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1Q6070,G4 HIGH-TOP SNEAKERS,SILVERY GREY,42,BH008UH1Q607042,$775.00,$388.00,0%,$388.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1Q6070,G4 HIGH-TOP SNEAKERS,SILVERY GREY,43,BH008UH1Q607043,$775.00,$388.00,0%,$388.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1Q6070,G4 HIGH-TOP SNEAKERS,SILVERY GREY,45,BH008UH1Q607045,$775.00,$388.00,0%,$388.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1Q6070,G4 HIGH-TOP SNEAKERS,SILVERY GREY,47,BH008UH1Q607047,$775.00,$388.00,0%,$388.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH008UH1Q6070,G4 HIGH-TOP SNEAKERS,SILVERY GREY,48,BH008UH1Q607048,$775.00,$388.00,0%,$388.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LL004,SPECTRE ZIP RUNNERS,BLACK/WHITE,45,BH009BH1LL00445,$820.00,$410.00,0%,$410.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LL004,SPECTRE ZIP RUNNERS,BLACK/WHITE,47,BH009BH1LL00447,$820.00,$410.00,0%,$410.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LL004,SPECTRE ZIP RUNNERS,BLACK/WHITE,48,BH009BH1LL00448,$820.00,$410.00,0%,$410.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LL100,SPECTRE ZIP RUNNERS,WHITE,45,BH009BH1LL10045,$820.00,$410.00,0%,$410.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LL100,SPECTRE ZIP RUNNERS,WHITE,46,BH009BH1LL10046,$820.00,$410.00,0%,$410.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LL100,SPECTRE ZIP RUNNERS,WHITE,47,BH009BH1LL10047,$820.00,$410.00,0%,$410.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LL100,SPECTRE ZIP RUNNERS,WHITE,48,BH009BH1LL10048,$820.00,$410.00,0%,$410.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1LM003,SPECTRE ZIP RUNNERS,BLACK/YELLOW,48,BH009BH1LM00348,$750.00,$375.00,0%,$375.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1MB363,SPECTRE ZIP RUNNERS,GREEN/SILVERY,41,BH009BH1MB36341,$870.00,$435.00,0%,$435.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1MB363,SPECTRE ZIP RUNNERS,GREEN/SILVERY,42,BH009BH1MB36342,$870.00,$435.00,0%,$435.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1MB363,SPECTRE ZIP RUNNERS,GREEN/SILVERY,44,BH009BH1MB36344,$870.00,$435.00,0%,$435.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1MB363,SPECTRE ZIP RUNNERS,GREEN/SILVERY,45,BH009BH1MB36345,$870.00,$435.00,0%,$435.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1MB363,SPECTRE ZIP RUNNERS,GREEN/SILVERY,46,BH009BH1MB36346,$870.00,$435.00,0%,$435.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009BH1MB462,SPECTRE ZIP RUNNERS,BLUE/SILVERY,45,BH009BH1MB46245,$870.00,$435.00,0%,$435.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP100,NEW LINE MEN SHOES MID-TOP SNEAKERS,WHITE,41,BH009KH1PP10041,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP100,NEW LINE MEN SHOES MID-TOP SNEAKERS,WHITE,45,BH009KH1PP10045,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP100,NEW LINE MEN SHOES MID-TOP SNEAKERS,WHITE,46,BH009KH1PP10046,$975.00,$488.00,0%,$488.00,2
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP250,NEW LINE MEN SHOES MID-TOP SNEAKERS,BEIGE,39,BH009KH1PP25039,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP250,NEW LINE MEN SHOES MID-TOP SNEAKERS,BEIGE,42,BH009KH1PP25042,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP250,NEW LINE MEN SHOES MID-TOP SNEAKERS,BEIGE,44,BH009KH1PP25044,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP250,NEW LINE MEN SHOES MID-TOP SNEAKERS,BEIGE,45,BH009KH1PP25045,$975.00,$488.00,0%,$488.00,2
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP250,NEW LINE MEN SHOES MID-TOP SNEAKERS,BEIGE,46,BH009KH1PP25046,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1PP306,NEW LINE MEN SHOES MID-TOP SNEAKERS,OLIVE GREEN,45,BH009KH1PP30645,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1QA001,NEW LINE MEN SHOES MID-TOP SNEAKERS,BLACK,43,BH009KH1QA00143,$975.00,$488.00,0%,$488.00,2
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009KH1QA001,NEW LINE MEN SHOES MID-TOP SNEAKERS,BLACK,46,BH009KH1QA00146,$975.00,$488.00,0%,$488.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NT001,TOWN LOW-TOP SNEAKERS,BLACK,42,BH009UH1NT00142,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NT001,TOWN LOW-TOP SNEAKERS,BLACK,43,BH009UH1NT00143,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NT100,TOWN LOW-TOP SNEAKERS,WHITE,39,BH009UH1NT10039,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NT100,TOWN LOW-TOP SNEAKERS,WHITE,41,BH009UH1NT10041,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NT100,TOWN LOW-TOP SNEAKERS,WHITE,42,BH009UH1NT10042,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NT100,TOWN LOW-TOP SNEAKERS,WHITE,43,BH009UH1NT10043,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NT100,TOWN LOW-TOP SNEAKERS,WHITE,45,BH009UH1NT10045,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH009UH1NU230,TOWN LOW-TOP SNEAKERS,LIGHT BROWN,39,BH009UH1NU23039,$675.00,$338.00,0%,$338.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH00A2H1PU001,FLAT SNEAKER,BLACK,43,BH00A2H1PU00143,$795.00,$398.00,0%,$398.00,2
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH00A7H1PL027,G4 LOW-TOP SNEAKERS,GREY/BLACK,48,BH00A7H1PL02748,$695.00,$348.00,0%,$348.00,1
US - OUTLET NY WOODBURY				,MEN SHOES,SNEAKERS,BH00A7H1PL063,G4 LOW-TOP SNEAKERS,GREY/BLUE,48,BH00A7H1PL06348,$695.00,$348.00,0%,$348.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,BRACELET/CUFF,BF20G5F005040,STITCH CRYSTAL SILVERY CUFF BRACELET,SILVERY,2,BF20G5F0050402,$720.00,$360.00,40%,$216.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,BRACELET/CUFF,BF20G6F005040,STITCH CRYSTAL SILVERY HAND CUFF,SILVERY,S,BF20G6F005040S,$650.00,$325.00,40%,$195.00,2
US - OUTLET NY WOODBURY				,WOMEN JEWELS,BRACELET/CUFF,BF20G6F005040,STITCH CRYSTAL SILVERY HAND CUFF,SILVERY,M,BF20G6F005040M,$650.00,$325.00,40%,$195.00,2
US - OUTLET NY WOODBURY				,WOMEN JEWELS,BRACELET/CUFF,BF20H8F003710,4G LIQUID GOLDEN CUFF BRACELET,GOLDEN YELLOW,1,BF20H8F0037101,$490.00,$245.00,0%,$245.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF10ZNF005040,STITCH CRYSTAL SILVERY HOOP EARRINGS,SILVERY,UNKNOWN,BF10ZNF005040,$550.00,$275.00,0%,$275.00,3
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF1100F04M047,CHARM LEMON CRYSTAL SINGLE EARRING,SILVERY/YELLOW,UNKNOWN,BF1100F04M047,$390.00,$195.00,40%,$117.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF1104F005040,4G SILVERY PAVED HOOPS EARRINGS,SILVERY,UNKNOWN,BF1104F005040,$690.00,$345.00,0%,$345.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF110NF05M132,PEARL CRYSTAL WHITE PENDANT EARCUFF,WHITE/SILVERY,UNKNOWN,BF110NF05M132,$350.00,$175.00,0%,$175.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF110RF05M132,PEARL CRYSTAL WHITE LARGE HOOPS EARRINGS,WHITE/SILVERY,UNKNOWN,BF110RF05M132,"$1,150.00",$575.00,0%,$575.00,4
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF110UF005711,FLOWER DOUBLE GOLDEN SILVERY  EARRING,GOLDEN/SILVERY,UNKNOWN,BF110UF005711,$570.00,$285.00,40%,$171.00,3
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF110WF005711,FLOWER GOLDEN SILVERY CRYSTAL EARRINGS,GOLDEN/SILVERY,UNKNOWN,BF110WF005711,$650.00,$325.00,40%,$195.00,2
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF110YF05M146,PEARLING GOLDEN CRYSTAL EARRINGS,TRANSPARENT/GOLDEN,UNKNOWN,BF110YF05M146,$570.00,$285.00,0%,$285.00,4
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF110ZF003710,4G LIQUID GOLDEN EARRINGS,GOLDEN YELLOW,UNKNOWN,BF110ZF003710,$450.00,$225.00,0%,$225.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF1111F03U341,4G LIQUID GOLDEN COLOR L HOOPS EARRINGS,AQUA GREEN,UNKNOWN,BF1111F03U341,$570.00,$285.00,40%,$171.00,3
